url,label,url_length,url_entropy,is_shortened,has_suspicious_tld,path_depth,domain,domain_age_days,days_to_expiry,has_mx_records,has_ssl,ip,asn,registrar,subdomain_count
https://www.gsbeclub.org,1,24,3.886842188131012,0,0,0,gsbeclub.org,-1,-1,0,0,185.53.179.128,AS61969,,1
https://my-commbank-com-au.firebaseapp.com/,0,43,4.184774568998512,0,0,0,firebaseapp.com,-1,-1,0,1,199.36.158.100,AS54113,,1
https://blv40m.webwave.dev/,0,27,3.9302703722934544,0,0,0,webwave.dev,-1,-1,1,1,139.99.238.31,AS16276,,1
https://track-id3821.web.app/,0,29,4.228165046627903,0,0,0,web.app,-1,-1,0,1,199.36.158.100,AS54113,,1
https://dimgraygainsboroapplicationprogrammer.sausecutys.repl.co/,0,65,4.201170944644684,0,0,0,repl.co,-1,-1,0,1,172.64.153.199,AS13335,,2
http://accessosicurezzabper.canaldivertissement.com/carta.php,0,61,4.127241133163791,1,0,1,canaldivertissement.com,-1,-1,0,0,unknown_ip,,,1
http://www.fr.ht,0,16,3.0306390622295662,0,0,0,fr.ht,-1,-1,1,0,104.247.81.99,AS206834,,1
https://www.contourairlines.com,1,31,4.042433003725894,0,0,0,contourairlines.com,-1,-1,1,1,34.14.25.197,AS396982,,1
https://www.delphipraxis.net,1,28,3.8693312611115194,0,0,0,delphipraxis.net,-1,-1,1,1,172.67.214.143,AS13335,,1
http://www.cloud-docs.com,0,25,3.753269689515108,0,0,0,cloud-docs.com,-1,-1,0,0,54.243.117.197,AS14618,,1
http://c-led.cl/bofaupdt/sms.html,0,33,3.991215710201985,0,0,2,c-led.cl,-1,-1,0,0,unknown_ip,,,0
http://azuki-110716005.vercel.app/,0,34,4.292770193936989,0,0,0,vercel.app,-1,-1,0,1,216.198.79.67,AS16509,,1
https://edavki-60d69.web.app/,0,29,4.116264615668023,0,0,0,web.app,-1,-1,0,1,199.36.158.100,AS54113,,1
http://www.snova-tech.com,0,25,3.863465189601646,0,0,0,snova-tech.com,-1,-1,0,0,160.124.79.228,AS132839,,1
http://www.hhe.eiwaggff.com,0,27,3.736006946447657,0,0,0,eiwaggff.com,-1,-1,0,0,unknown_ip,,,2
http://www.paynas.cf,0,20,3.5841837197791886,0,0,0,paynas.cf,-1,-1,0,0,unknown_ip,,,1
http://www.tecros.ru,0,20,3.546439344671015,0,0,0,tecros.ru,-1,-1,1,1,31.31.198.153,AS197695,,1
http://www.orgsna.ga,0,20,3.5841837197791886,0,0,0,orgsna.ga,-1,-1,0,0,unknown_ip,,,1
https://cloudflare-ipfs.com/ipfs/bafybeiekbq3txwvwxof34ls4zwxh7okpxj5x4k3laufqqfjdo7qfr7zx6e,0,92,4.828851053902284,0,0,2,cloudflare-ipfs.com,-1,-1,0,0,unknown_ip,,,0
http://www.servicese.online,0,27,3.838039816898156,0,1,0,servicese.online,-1,-1,0,0,unknown_ip,,,1
http://urgcijwluv.echo4frpp.club/vnafvra97w/?q=3717065149&id=100,0,64,4.936889062229567,0,1,1,echo4frpp.club,-1,-1,0,0,unknown_ip,,,1
https://impost.35184122.xyz/cebar6jw/gbdq1e/8,0,45,4.711421641246037,0,1,3,35184122.xyz,-1,-1,0,0,unknown_ip,,,1
https://www.aprocotci.org,0,25,3.673269689515108,0,0,0,aprocotci.org,-1,-1,1,0,83.166.133.65,AS29222,,1
http://www.tomca1.com,0,21,3.4632805178108104,0,0,0,tomca1.com,-1,-1,0,0,unknown_ip,,,1
http://www.ir-iran-sena.cf,0,26,3.902174814211728,0,0,0,ir-iran-sena.cf,-1,-1,0,0,unknown_ip,,,1
https://www.ycrc.co.uk,1,22,3.629219686524096,0,0,0,ycrc.co.uk,-1,-1,1,1,46.235.224.165,AS44684,,1
https://www.beaba.co.uk,1,23,3.762267390651495,0,0,0,beaba.co.uk,-1,-1,0,0,unknown_ip,,,1
http://www.windowslicensingservice.xyz,0,38,4.145972171840237,0,1,0,windowslicensingservice.xyz,-1,-1,0,0,unknown_ip,,,1
http://www.bj2.wzrpx.com,0,24,3.803508854797679,0,0,0,wzrpx.com,-1,-1,0,0,unknown_ip,,,2
"https://siterr.kaylenbailey.repl.co/rhodium/hvtrs8/-wuw,ngtdlkx,cmm-nmtdownf?rrgv?hvtrs&",0,88,4.734540142025695,0,0,3,repl.co,-1,-1,0,1,172.64.153.199,AS13335,,2
http://ollx.76547358.xyz/xc8mtqxe/zvzcqq/8/,0,43,4.204652545097892,0,1,3,76547358.xyz,-1,-1,0,0,unknown_ip,,,1
http://metamask-2xevent.com,0,27,3.958229168669879,1,0,0,metamask-2xevent.com,-1,-1,0,0,unknown_ip,,,0
https://aimtalk.de/wp-admin/css/swisscomspx/swisscomspx/swisscom/de/username.html,0,81,4.044744029054063,0,0,7,aimtalk.de,-1,-1,0,0,unknown_ip,,,0
http://www.saisoncard.co.jp.nnbckt.top/ai/sign.php,0,50,4.010881379939833,0,1,2,nnbckt.top,-1,-1,0,0,unknown_ip,,,4
http://mail.deliverylifesupport.com/public/3gskl2e5qagxlqb6wrtgwnyoxcqq8tsd,0,75,4.7769006506348,1,0,2,deliverylifesupport.com,-1,-1,0,0,unknown_ip,,,1
http://www.quaver.publicvm.com,0,30,4.123231428797621,0,0,0,publicvm.com,-1,-1,0,0,64.182.209.151,AS54489,,2
https://my-site-100831-108997.weeblysite.com/,0,45,4.341310040533735,0,0,0,weeblysite.com,-1,-1,0,1,74.115.51.54,AS27647,,1
https://infura-ipfs.io/ipfs/qmt5qwneksi8kuqyeeq73bmhcsem4ypivjqudwe4efxof6,0,74,4.721438042136319,0,0,2,infura-ipfs.io,-1,-1,0,0,52.5.117.114,AS14618,,0
http://www.hostingcloud.win,0,27,3.838039816898156,0,0,0,hostingcloud.win,-1,-1,0,0,unknown_ip,,,1
https://bilinea.biindus.repl.co/,0,32,4.015319531114783,0,0,0,repl.co,-1,-1,0,1,104.18.34.57,AS13335,,2
https://acom.digipix.com.br/?cpmdsc=amofoto,0,43,4.09175131318456,0,0,0,digipix.com.br,-1,-1,1,1,35.71.137.202,AS16509,,1
http://159.223.196.167/bai-home/,0,32,4.140319531114783,0,0,1,159.223.196.167.,-1,-1,0,0,unknown_ip,,,0
https://www.upperprovidence.org,1,31,3.977916874693636,0,0,0,upperprovidence.org,-1,-1,1,1,207.38.72.111,AS36489,,1
https://www.videlsur.es/inse.nhpn/ncce.isn.php,0,46,3.847614479322212,0,0,2,videlsur.es,-1,-1,1,1,94.198.46.48,AS204629,,1
http://tinyurl.com/smartbpercardaccedi,0,38,4.10293343438235,1,0,1,tinyurl.com,-1,-1,1,1,104.18.111.161,AS13335,,0
http://www.vipteck.com,0,22,3.6635327548042538,0,0,0,vipteck.com,-1,-1,0,0,unknown_ip,,,1
https://www.brinquedostuktuk.com.br,1,35,4.150292659616668,0,0,0,brinquedostuktuk.com.br,-1,-1,0,0,unknown_ip,,,1
https://www.cadremploi.fr,1,25,4.053660689688185,0,0,0,cadremploi.fr,-1,-1,1,1,104.18.4.235,AS13335,,1
https://metafb-jpnyir3.firebaseapp.com/,0,39,4.2336188853070205,0,0,0,firebaseapp.com,-1,-1,0,1,199.36.158.100,AS54113,,1
https://sb33-ufs.web.app/,0,25,3.753269689515108,0,0,0,web.app,-1,-1,0,1,199.36.158.100,AS54113,,1
https://supershope.com.br/password,0,34,3.85586569475248,0,0,1,supershope.com.br,-1,-1,0,0,unknown_ip,,,0
https://sotzk1zw0q.firebaseapp.com/,0,35,4.300153016697712,0,0,0,firebaseapp.com,-1,-1,0,1,199.36.158.100,AS54113,,1
https://www.myminimenu.co.uk,1,28,3.940759832540089,0,0,0,myminimenu.co.uk,-1,-1,1,1,82.165.220.3,AS8560,,1
https://steamconmmunrtiy.com/profiles/7656301795661658,0,54,4.53499300251667,0,0,2,steamconmmunrtiy.com,-1,-1,0,0,unknown_ip,,,0
http://mail.deliverylifesupport.com/public/i5h9kmmyukxhnqb02vu8voxttjyeuuph,0,75,4.674107238040845,1,0,2,deliverylifesupport.com,-1,-1,0,0,unknown_ip,,,1
http://www.fastmor.com,0,22,3.663532754804253,0,0,0,fastmor.com,-1,-1,0,0,47.107.53.150,AS37963,,1
https://app-radiaymkhee.netlify.app/account/remove-unrecognize-apps/?email=*@*,0,78,4.533004181758907,0,0,2,netlify.app,-1,-1,0,1,52.74.6.109,AS16509,,1
http://www.divinescape.no-p.biz,0,31,4.082597923010943,0,0,0,no-p.biz,-1,-1,0,0,unknown_ip,,,2
http://www.temuoutlets.com/mr/bu/8b2fc1e/wallet.html,0,52,4.072150593851531,0,0,4,temuoutlets.com,-1,-1,0,0,unknown_ip,,,1
https://www.iscpif.fr,1,21,3.499227541723357,0,0,0,iscpif.fr,-1,-1,1,0,194.254.61.201,AS2200,,1
https://livelodescolinode-ocnqpjugja-tl.a.run.app/?hash=%7bono.neide@uol.com.br%20%7d,0,85,4.6872992132559945,0,0,0,run.app,-1,-1,0,1,216.239.38.53,AS15169,,2
http://www.littlelightfilms.com,0,31,3.756795811071915,0,0,0,littlelightfilms.com,-1,-1,0,0,unknown_ip,,,1
http://www.qwartwb.cf,0,21,3.422577995321604,0,0,0,qwartwb.cf,-1,-1,0,0,unknown_ip,,,1
https://doc-google.hhq365.workers.dev/,0,38,4.273728829005325,0,0,0,workers.dev,-1,-1,0,1,104.18.13.15,AS13335,,2
https://fb-restriction-case-82737.firebaseapp.com/,0,50,4.298171939471839,0,0,0,firebaseapp.com,-1,-1,0,1,199.36.158.100,AS54113,,1
https://www.ekni-nct.ekint.nhvkxm.top/load.php,0,46,4.127065630893371,0,1,1,nhvkxm.top,-1,-1,0,0,unknown_ip,,,3
https://passandbrazzz.blogspot.com/,0,35,3.971302302288372,1,0,0,blogspot.com,-1,-1,0,1,142.251.221.105,AS15169,,1
https://gateway.ipfs.io/ipfs/qmy3smp4nculh69oficrppcsyyrw58cyzy6rbjiaxc3psl/,0,76,4.662144541140672,0,0,2,ipfs.io,-1,-1,1,0,209.94.90.1,AS40680,,1
http://www.woosungelec.com,0,26,3.8252517372886494,0,0,0,woosungelec.com,-1,-1,0,0,unknown_ip,,,1
http://www.0ffice.com,0,21,3.6897037321995474,0,0,0,0ffice.com,-1,-1,1,0,103.224.182.239,AS133618,,1
https://www.e-serviceparts.info/landingpages/daec0dfa-de7a-4f73-9b8e-44fde686ce12/9khauvttczp3xlqg5tznqusb48vuctlerbsdmmuduae,0,125,4.955031055596497,0,1,3,e-serviceparts.info,-1,-1,1,0,108.159.15.72,AS16509,,1
https://www.tnengineering.net,1,29,3.4661007200723906,0,0,0,tnengineering.net,-1,-1,1,1,104.21.58.225,AS13335,,1
http://walker-reiss.de/?ce1aafbb4ac3df89f65e7feef501bfb2/,0,57,4.5493591464677205,0,0,0,walker-reiss.de,-1,-1,1,0,217.160.0.52,AS8560,,0
http://www.littlelantern.life,0,29,3.5780011510322707,0,0,0,littlelantern.life,-1,-1,0,1,15.197.225.128,AS16509,,1
https://www.3pl.co.id,1,21,3.6537567082870015,0,0,0,3pl.co.id,-1,-1,0,1,104.21.18.251,AS13335,,1
https://dfhw.phonwuf.cn/,0,24,3.688721875540868,0,0,0,phonwuf.cn,-1,-1,0,0,unknown_ip,,,1
http://www.december.zzz.com.ua,0,30,3.8980685120588383,0,0,0,zzz.com.ua,-1,-1,1,1,37.48.72.4,AS60781,,2
https://www.auroralux.ca,1,24,3.772055208874201,0,0,0,auroralux.ca,-1,-1,1,0,unknown_ip,,,1
https://sfr-desactivation-sim.com/verification/loading.php,0,58,4.210984660035669,0,0,2,sfr-desactivation-sim.com,-1,-1,0,0,unknown_ip,,,0
http://kingnpl.com/contracts/contract,0,37,3.753391122901188,0,0,2,kingnpl.com,-1,-1,0,0,unknown_ip,,,0
http://www.cortesidesign.com,0,28,3.9677201004745,0,0,0,cortesidesign.com,-1,-1,1,0,unknown_ip,,,1
http://www.530.at,0,17,3.292770193936991,0,0,0,530.at,-1,-1,0,1,138.201.129.184,AS24940,internetx,1
http://www.from-in.com,0,22,3.788754913993502,0,0,0,from-in.com,-1,-1,0,0,132.226.162.56,AS31898,,1
https://att-109895-105038.square.site/,0,38,4.145972171840237,0,1,0,square.site,-1,-1,0,1,74.115.51.4,AS27647,,1
http://www.pc.qdmeilinkai.cn,0,28,3.9407598325400897,0,0,0,qdmeilinkai.cn,-1,-1,0,0,149.120.163.196,AS398478,,2
https://www.lovelyluckylife.com,1,31,4.091135423220311,0,0,0,lovelyluckylife.com,-1,-1,1,1,172.67.209.160,AS13335,,1
https://sheheemmulakkal.github.io/netflix-clone,0,47,4.254175756384791,0,0,1,github.io,-1,-1,0,1,185.199.108.153,AS54113,,1
http://hofenor762.temp.swtest.ru/ag/pr,0,38,4.073475132309619,0,0,2,swtest.ru,-1,-1,0,0,77.222.41.15,AS44112,,2
http://www.hubertrapg.com,0,25,3.863465189601646,0,0,0,hubertrapg.com,-1,-1,0,0,unknown_ip,,,1
https://www.prettyanntoinets.com,1,32,3.8431390622295662,0,0,0,prettyanntoinets.com,-1,-1,1,1,96.30.6.87,AS32244,,1
http://www.oshgiutr.cf,0,22,3.754441845713344,0,0,0,oshgiutr.cf,-1,-1,0,0,unknown_ip,,,1
http://blokchain.systems/web/public_html/webmail/index.php,0,58,4.288678408771472,0,0,4,blokchain.systems,-1,-1,0,0,unknown_ip,,,0
https://www.ppsr.gov.au,1,23,3.6424896731661263,0,0,0,ppsr.gov.au,-1,-1,1,1,13.236.242.190,AS16509,department,1
https://aol-101663.weeblysite.com/,0,34,4.314972767530032,0,0,0,weeblysite.com,-1,-1,0,1,74.115.51.55,AS27647,,1
https://www.fm-magazine.com,1,27,4.106377316818028,0,0,0,fm-magazine.com,-1,-1,0,1,192.0.66.216,AS2635,,1
http://pancake-frontend-3hy.pages.dev,0,37,4.208924987016684,0,0,0,pages.dev,-1,-1,0,1,104.18.21.135,AS13335,,1
http://www.kovaceks.cf,0,22,3.788754913993503,0,0,0,kovaceks.cf,-1,-1,0,0,unknown_ip,,,1
http://www.afgcloud7.com,0,24,3.9701755214643457,0,0,0,afgcloud7.com,-1,-1,0,0,unknown_ip,,,1
http://www.ekolucky.com,0,23,3.795088586397733,0,0,0,ekolucky.com,-1,-1,0,1,51.38.129.60,AS16276,,1
https://mammoth-kind-flax.glitch.me/mhj.htm,0,43,4.118384964992156,0,0,1,glitch.me,-1,-1,0,0,unknown_ip,,,1
https://ipfs.io/ipfs/bafybeigcwmt5tffq6nr32uko7dndlw5d3rr5e3tnhjcapla2co4rehvrye/silrash_owar63837.html,0,103,4.87870266028414,0,0,3,ipfs.io,-1,-1,1,0,209.94.90.1,AS40680,,0
https://mail01.moncompte.f.appsuite.default.folder.ugc.umc.edu.np/login,0,71,4.230703465619156,0,0,1,umc.edu.np,-1,-1,1,1,190.92.174.37,AS199404,,7
http://uluimdusfa.swop04wus.club/vnafvra97w/?q=3717065149&id=100,0,64,4.853373781480404,0,1,1,swop04wus.club,-1,-1,0,0,unknown_ip,,,1
https://unigeol.quip.com/2jtcaszcsaza/click-here-to-verify-your-email,0,69,4.522175008859311,0,0,2,quip.com,-1,-1,1,1,52.25.229.83,AS16509,,1
https://vivaslot888.com/wp-content/uploads/me/wells2023e/web/authen.php?/hgvbhguihg=3d&amp;_branch_match_id=1164310466242726502&amp;utm_medium=marketing&amp;_branch_referrer=h4siaaaaaaaaa8sokskottlxn84rny3usywo0mvjzmvw9zqutq7lt3bkreyyvzvyy0gvs8pil83mslc1dgea1ia5tjmaaaa=,0,270,5.142075430194445,0,0,6,vivaslot888.com,-1,-1,0,0,unknown_ip,,,0
http://www.canyouseeme.org,0,26,4.026986833359286,0,0,0,canyouseeme.org,-1,-1,0,1,52.202.215.126,AS14618,,1
https://meta-business-team-95431146.web.app/,0,44,4.254441845713346,0,0,0,web.app,-1,-1,0,1,199.36.158.100,AS54113,,1
https://s3.amazonaws.com/appforest_uf/f1675087895842x532383498274006500/ccx.html?email=3mail@b.c,0,96,4.9303563560164125,0,0,3,amazonaws.com,-1,-1,1,1,15.197.250.250,AS16509,,1
https://www.oaklawnchamber.com,1,30,4.015061012203069,0,0,0,oaklawnchamber.com,-1,-1,1,0,20.25.91.29,AS8075,,1
http://www.studysurf.com,0,24,3.8553885422075354,0,0,0,studysurf.com,-1,-1,0,0,13.56.33.8,AS16509,,1
https://alerta.marielarlhuehue.repl.co/,0,39,3.782089642372744,0,0,0,repl.co,-1,-1,0,1,172.64.153.199,AS13335,,2
https://excelhana.com/0647412/index.php?email=#%26ua2i0e%23%26ua2i0e,0,68,4.610938900163457,0,0,2,excelhana.com,-1,-1,1,0,172.67.217.22,AS13335,,0
https://soporteapple-com.wl1.top/expire/,0,40,3.934183719779188,0,1,1,wl1.top,-1,-1,0,0,unknown_ip,,,1
https://fb-business-appeal-79c15.firebaseapp.com/,0,49,4.319119161352678,0,0,0,firebaseapp.com,-1,-1,0,1,199.36.158.100,AS54113,,1
https://hdfch-5hd.firebaseapp.com/,0,34,4.101881223476018,0,0,0,firebaseapp.com,-1,-1,0,1,199.36.158.100,AS54113,,1
https://www.germanwineusa.com,1,29,4.03039478823102,0,0,0,germanwineusa.com,-1,-1,1,0,141.193.213.10,AS209242,,1
https://www.augustineamsterdam.com,1,34,4.057476076289931,0,0,0,augustineamsterdam.com,-1,-1,1,0,23.227.38.32,AS13335,,1
http://www.sutherlendr.cf,0,25,3.863465189601646,0,0,0,sutherlendr.cf,-1,-1,0,0,unknown_ip,,,1
https://www.domat-ems.ch,1,24,3.772055208874201,0,0,0,domat-ems.ch,-1,-1,1,1,195.65.10.25,AS3303,,1
https://hpt-109801.weeblysite.com/,0,34,4.219528282299547,0,0,0,weeblysite.com,-1,-1,0,1,74.115.51.54,AS27647,,1
https://bafybeia6fhvy2qxgdpxbwimbjbkwh6bznj3bonuyj2vdkrbk2c55o4payi.ipfs.dweb.link/,0,83,4.836631714370391,0,0,0,dweb.link,-1,-1,0,0,209.94.90.2,AS40680,,2
https://metomsk-lgn.godaddysites.com/,0,37,4.100816878908575,0,0,0,godaddysites.com,-1,-1,1,1,76.223.105.230,AS16509,,1
https://obabanter45.firebaseapp.com/,0,36,4.065079515030719,0,0,0,firebaseapp.com,-1,-1,0,1,199.36.158.100,AS54113,,1
http://sakshishakya.github.io/netflix/,0,38,4.050301855434982,0,0,1,github.io,-1,-1,0,1,185.199.110.153,AS54113,,1
http://www.formyip.com,0,22,3.6978458230844113,0,0,0,formyip.com,-1,-1,1,1,107.181.245.251,AS53850,,1
http://www.aghpl.com,0,20,3.5841837197791886,0,0,0,aghpl.com,-1,-1,1,0,185.158.133.1,AS13335,,1
http://uph0ld10gin.mystrikingly.com/,0,36,4.273684376262023,0,0,0,mystrikingly.com,-1,-1,1,1,18.161.246.107,AS16509,,1
https://href.li/?https://chartway-oauth1.s-alrt.id/auth.php?oauth,0,65,4.086774927980376,0,0,0,href.li,-1,-1,0,1,192.0.78.26,AS2635,,0
http://www.kmdns.net,0,20,3.546439344671015,0,0,0,kmdns.net,-1,-1,0,0,115.175.225.234,AS55990,,1
https://www.thejusticeattorneys.com,1,35,3.992870516635899,0,0,0,thejusticeattorneys.com,-1,-1,1,1,52.11.37.152,AS16509,,1
https://www.axcellencemarketing.com,1,35,4.150292659616668,0,0,0,axcellencemarketing.com,-1,-1,0,0,unknown_ip,,,1
http://oqily.com/buy/lin/lin/,0,29,3.71937582241537,0,0,3,oqily.com,-1,-1,0,0,162.159.143.27,AS13335,,0
https://obabanter32.firebaseapp.com/,0,36,4.065079515030719,0,0,0,firebaseapp.com,-1,-1,0,1,199.36.158.100,AS54113,,1
https://cebjiankb8.web.app/,0,27,3.9302703722934536,0,0,0,web.app,-1,-1,0,1,199.36.158.100,AS54113,,1
http://35f5ee82-fa8b-482f-b083-13796b54c83d.usrfiles.com/html/0e472f_4d9b2a88f72eb4191a8eb158b004ca1f.html,0,106,4.6962663282003785,0,0,2,usrfiles.com,-1,-1,0,0,unknown_ip,,,1
http://azwerd.co.vu/suces.php,0,29,3.9523029776623857,0,0,1,co.vu,-1,-1,0,0,unknown_ip,,,1
http://www.xwmpn.com,0,20,3.4219280948873623,0,0,0,xwmpn.com,-1,-1,0,0,unknown_ip,,,1
http://pees-panelllw-3.ml/meritrust/,0,36,3.9267336819377703,0,0,1,pees-panelllw-3.ml,-1,-1,0,0,unknown_ip,,,0
https://rtedsu.freetcp.com/,0,27,3.736006946447656,0,0,0,freetcp.com,-1,-1,0,0,204.16.169.54,AS19557,,1
https://organisasi.bulungan.go.id/public/t46wyrdtmtwpo5hu1gbl1opfeca7ohyz,0,73,4.659021737484752,0,0,2,bulungan.go.id,-1,-1,1,1,104.26.12.188,AS13335,,1
http://www.hxc28.com,0,20,3.5841837197791886,0,0,0,hxc28.com,-1,-1,0,0,23.224.132.188,AS40065,,1
https://www.rohoyachui.com,1,26,3.8441065448145375,0,0,0,rohoyachui.com,-1,-1,1,1,37.46.140.26,AS25151,,1
https://www.staatskanzlei.bs.ch,1,31,3.84888461662912,0,0,0,bs.ch,-1,-1,1,1,145.250.13.78,AS214898,,2
http://www.bsnprotocol.com,0,26,3.719294525666979,0,0,0,bsnprotocol.com,-1,-1,0,0,3.33.251.168,AS16509,,1
https://pplsupport.live,0,23,3.5511911744656968,0,0,0,pplsupport.live,-1,-1,0,0,unknown_ip,,,0
https://bafybeie7x64ulhy6c2fxlu3dcw3ycmm5kvsuoy7qk3cjneeu5tgngcxvl4.ipfs.dweb.link/,0,83,4.9109063774593125,0,0,0,dweb.link,-1,-1,0,0,209.94.90.2,AS40680,,2
https://www.presbycoalition.org,1,31,4.106949132758152,0,0,0,presbycoalition.org,-1,-1,0,1,104.21.75.193,AS13335,,1
https://www.discoveranthropology.org.uk,1,39,4.243628103911205,0,0,0,discoveranthropology.org.uk,-1,-1,0,1,172.67.140.112,AS13335,,1
https://www.unpluggits.com,1,26,3.8731406795131327,0,0,0,unpluggits.com,-1,-1,1,1,199.34.228.79,AS27647,,1
http://youaibuuci.duckdns.org,0,29,4.0993603054724,0,0,0,duckdns.org,-1,-1,1,0,3.96.91.14,AS16509,,1
https://supporto-bper-clientarea.soon.it/application/mobile/public/webapp/digital-login/,0,88,4.141132079699655,0,0,5,soon.it,-1,-1,0,0,unknown_ip,,,1
http://www.kamikaze.company,0,27,3.958229168669879,0,0,0,kamikaze.company,-1,-1,0,0,unknown_ip,,,1
https://inter-bper-direct-sistema.cfolks.pl/application/mobile/public/webapp/digital-login/area-riservata.php,0,109,4.275591029558621,0,0,6,cfolks.pl,-1,-1,1,0,193.218.153.247,AS41079,,1
https://jpmodafeminina.com.br/redirecttion/cicprince/37600/,0,59,4.240374354623178,0,0,3,jpmodafeminina.com.br,-1,-1,0,0,unknown_ip,,,0
http://www.millerq.cf,0,21,3.784941827437642,0,0,0,millerq.cf,-1,-1,0,0,unknown_ip,,,1
http://www.webredirect.org,0,26,3.6902603909683833,0,0,0,webredirect.org,-1,-1,0,0,162.216.242.208,AS398019,,1
https://www.builtbyoakland.com,1,30,4.189898095464288,0,0,0,builtbyoakland.com,-1,-1,1,1,185.230.63.186,AS58182,,1
https://www.lewiscountyherald.com,1,33,4.173033892020166,0,0,0,lewiscountyherald.com,-1,-1,1,1,108.167.172.124,AS19871,,1
http://www.jsc33333.com,0,23,3.464234652726566,0,0,0,jsc33333.com,-1,-1,0,0,172.67.221.156,AS13335,,1
https://onedrive.2179047867.workers.dev/?sso_reload=true,0,56,4.577107547243657,0,0,0,workers.dev,-1,-1,0,1,104.18.13.15,AS13335,,2
http://www.ff.member.gazena.vn/,0,31,3.9134007456613777,0,0,0,gazena.vn,-1,-1,0,0,unknown_ip,,,3
