post_id,user_id,text,url,timestamp,label,campaign_id
P00033,U00136,Immediate action required for your bank account: https://secure-bankverify.com/blog/app/list,https://secure-bankverify.com/blog/app/list,2026-08-04 04:33:32,1,C00000
P00034,U00185,Immediate action required for your Wells Fargo account: https://secure-bankverify.com/blog/app,https://secure-bankverify.com/blog/app,2026-08-04 03:41:32,1,C00000
P00035,U00185,URGENT: Your PayPal account needs verification: https://secure-bankverify.com/explore/list,https://secure-bankverify.com/explore/list,2026-08-04 03:26:32,1,C00000
P00036,U00185,Immediate action required for your Chase account: https://secure-bankverify.com/tag,https://secure-bankverify.com/tag,2026-08-04 04:39:32,1,C00000
P00037,U00187,Immediate action required for your bank account: https://secure-bankverify.com/search/list,https://secure-bankverify.com/search/list,2026-08-04 04:26:32,1,C00000
P00038,U00187,Immediate action required for your Chase account: https://secure-bankverify.com/blog/explore/wp-content,https://secure-bankverify.com/blog/explore/wp-content,2026-08-04 04:08:32,1,C00000
P00039,U00187,Immediate action required for your PayPal account: https://secure-bankverify.com/explore/tag,https://secure-bankverify.com/explore/tag,2026-08-04 04:08:32,1,C00000
P00040,U00187,URGENT: Your Wells Fargo account needs verification: https://secure-bankverify.com/search/tag,https://secure-bankverify.com/search/tag,2026-08-04 04:05:32,1,C00000
P00041,U00201,URGENT: Your Wells Fargo account needs verification: https://secure-bankverify.com/main/tag/list,https://secure-bankverify.com/main/tag/list,2026-08-04 03:00:32,1,C00000
P00042,U00201,URGENT: Your bank account needs verification: https://secure-bankverify.com/blog/posts,https://secure-bankverify.com/blog/posts,2026-08-04 03:25:32,1,C00000
P00043,U00201,Immediate action required for your PayPal account: https://secure-bankverify.com/posts/categories,https://secure-bankverify.com/posts/categories,2026-08-04 02:58:32,1,C00000
P00044,U00201,Immediate action required for your Wells Fargo account: https://secure-bankverify.com/main,https://secure-bankverify.com/main,2026-08-04 02:56:32,1,C00000
P00045,U00215,Immediate action required for your PayPal account: https://secure-bankverify.com/blog/category,https://secure-bankverify.com/blog/category,2026-08-04 04:39:32,1,C00000
P00046,U00215,URGENT: Your Chase account needs verification: https://secure-bankverify.com/list/app/wp-content,https://secure-bankverify.com/list/app/wp-content,2026-08-04 04:27:32,1,C00000
P00047,U00215,URGENT: Your Chase account needs verification: https://secure-bankverify.com/app,https://secure-bankverify.com/app,2026-08-04 03:03:32,1,C00000
P00048,U00215,URGENT: Your PayPal account needs verification: https://secure-bankverify.com/app,https://secure-bankverify.com/app,2026-08-04 04:11:32,1,C00000
P00049,U00267,URGENT: Your Citi account needs verification: https://secure-bankverify.com/app/category,https://secure-bankverify.com/app/category,2026-08-04 04:46:32,1,C00000
P00050,U00267,Security alert! bank account suspicious activity: https://secure-bankverify.com/category,https://secure-bankverify.com/category,2026-08-04 03:43:32,1,C00000
P00051,U00267,Immediate action required for your Wells Fargo account: https://secure-bankverify.com/posts/categories,https://secure-bankverify.com/posts/categories,2026-08-04 04:11:32,1,C00000
P00052,U00349,Security alert! Chase account suspicious activity: https://secure-bankverify.com/explore/blog/wp-content,https://secure-bankverify.com/explore/blog/wp-content,2026-08-04 03:37:32,1,C00000
P00053,U00349,URGENT: Your PayPal account needs verification: https://secure-bankverify.com/tags/wp-content,https://secure-bankverify.com/tags/wp-content,2026-08-04 04:29:32,1,C00000
P00054,U00372,Immediate action required for your Wells Fargo account: https://secure-bankverify.com/tags/category,https://secure-bankverify.com/tags/category,2026-08-04 04:19:32,1,C00000
P00055,U00372,Security alert! PayPal account suspicious activity: https://secure-bankverify.com/category,https://secure-bankverify.com/category,2026-08-04 04:26:32,1,C00000
P00056,U00372,Immediate action required for your Citi account: https://secure-bankverify.com/posts/main/app,https://secure-bankverify.com/posts/main/app,2026-08-04 04:36:32,1,C00000
P00057,U00372,Security alert! PayPal account suspicious activity: https://secure-bankverify.com/wp-content,https://secure-bankverify.com/wp-content,2026-08-04 04:21:32,1,C00000
P00058,U00372,Immediate action required for your PayPal account: https://secure-bankverify.com/posts/wp-content/wp-content,https://secure-bankverify.com/posts/wp-content/wp-content,2026-08-04 03:44:32,1,C00000
P00059,U00373,Immediate action required for your Chase account: https://secure-bankverify.com/list,https://secure-bankverify.com/list,2026-08-04 03:12:32,1,C00000
P00060,U00373,URGENT: Your bank account needs verification: https://secure-bankverify.com/category,https://secure-bankverify.com/category,2026-08-04 04:25:32,1,C00000
P00061,U00373,Immediate action required for your Wells Fargo account: https://secure-bankverify.com/category/app/posts,https://secure-bankverify.com/category/app/posts,2026-08-04 04:44:32,1,C00000
P00062,U00373,Immediate action required for your bank account: https://secure-bankverify.com/app/list/tags,https://secure-bankverify.com/app/list/tags,2026-08-04 03:19:32,1,C00000
P00063,U00380,Immediate action required for your PayPal account: https://secure-bankverify.com/posts/wp-content/tags,https://secure-bankverify.com/posts/wp-content/tags,2026-08-04 04:17:32,1,C00000
P00064,U00380,Immediate action required for your bank account: https://secure-bankverify.com/blog/blog,https://secure-bankverify.com/blog/blog,2026-08-04 04:55:32,1,C00000
P00065,U00380,Security alert! PayPal account suspicious activity: https://secure-bankverify.com/tag/category,https://secure-bankverify.com/tag/category,2026-08-04 03:38:32,1,C00000
P00066,U00380,Immediate action required for your bank account: https://secure-bankverify.com/tag/wp-content,https://secure-bankverify.com/tag/wp-content,2026-08-04 03:26:32,1,C00000
P00067,U00396,Security alert! PayPal account suspicious activity: https://secure-bankverify.com/blog/posts,https://secure-bankverify.com/blog/posts,2026-08-04 04:17:32,1,C00000
P00068,U00396,URGENT: Your Chase account needs verification: https://secure-bankverify.com/tags/app,https://secure-bankverify.com/tags/app,2026-08-04 03:53:32,1,C00000
P00069,U00396,URGENT: Your Chase account needs verification: https://secure-bankverify.com/explore/list/categories,https://secure-bankverify.com/explore/list/categories,2026-08-04 03:22:32,1,C00000
P00070,U00396,URGENT: Your bank account needs verification: https://secure-bankverify.com/tags/search/main,https://secure-bankverify.com/tags/search/main,2026-08-04 03:40:32,1,C00000
P00071,U00413,URGENT: Your bank account needs verification: https://secure-bankverify.com/tag,https://secure-bankverify.com/tag,2026-08-04 03:02:32,1,C00000
P00072,U00413,Security alert! Wells Fargo account suspicious activity: https://secure-bankverify.com/tags/list,https://secure-bankverify.com/tags/list,2026-08-04 04:29:32,1,C00000
P00073,U00413,Security alert! PayPal account suspicious activity: https://secure-bankverify.com/tags/explore,https://secure-bankverify.com/tags/explore,2026-08-04 04:49:32,1,C00000
P00074,U00413,Security alert! Wells Fargo account suspicious activity: https://secure-bankverify.com/search/main/posts,https://secure-bankverify.com/search/main/posts,2026-08-04 04:48:32,1,C00000
P00075,U00463,Security alert! Citi account suspicious activity: https://secure-bankverify.com/posts,https://secure-bankverify.com/posts,2026-08-04 03:44:32,1,C00000
P00076,U00463,URGENT: Your Wells Fargo account needs verification: https://secure-bankverify.com/tags/blog,https://secure-bankverify.com/tags/blog,2026-08-04 04:36:32,1,C00000
P00077,U00463,Immediate action required for your PayPal account: https://secure-bankverify.com/app/tag/search,https://secure-bankverify.com/app/tag/search,2026-08-04 03:16:32,1,C00000
P00078,U00463,Security alert! bank account suspicious activity: https://secure-bankverify.com/category/blog,https://secure-bankverify.com/category/blog,2026-08-04 04:38:32,1,C00000
P00079,U00463,URGENT: Your Chase account needs verification: https://secure-bankverify.com/blog/categories/wp-content,https://secure-bankverify.com/blog/categories/wp-content,2026-08-04 02:58:32,1,C00000
P00080,U00494,Security alert! bank account suspicious activity: https://secure-bankverify.com/blog/blog/tags,https://secure-bankverify.com/blog/blog/tags,2026-08-04 03:05:32,1,C00000
P00081,U00494,Security alert! PayPal account suspicious activity: https://secure-bankverify.com/list/blog,https://secure-bankverify.com/list/blog,2026-08-04 04:49:32,1,C00000
P00082,U00494,Security alert! PayPal account suspicious activity: https://secure-bankverify.com/search/wp-content/tags,https://secure-bankverify.com/search/wp-content/tags,2026-08-04 04:29:32,1,C00000
P00083,U00494,URGENT: Your Citi account needs verification: https://secure-bankverify.com/wp-content/main/main,https://secure-bankverify.com/wp-content/main/main,2026-08-04 04:56:32,1,C00000
P00084,U00029,Elon just announced ETH airdrop! Claim now: https://crypto-giveaway-official.xyz/blog/categories,https://crypto-giveaway-official.xyz/blog/categories,2026-08-02 15:50:32,1,C00001
P00085,U00029,Double your https://crypto-giveaway-official.xyz/list investment! Verified by Bitcoin: Bitcoin,https://crypto-giveaway-official.xyz/list,2026-08-02 14:51:32,1,C00001
P00086,U00029,Elon just announced Ethereum airdrop! Claim now: https://crypto-giveaway-official.xyz/tags/wp-content,https://crypto-giveaway-official.xyz/tags/wp-content,2026-08-02 15:13:32,1,C00001
P00087,U00029,Double your https://crypto-giveaway-official.xyz/explore investment! Verified by Ethereum: Ethereum,https://crypto-giveaway-official.xyz/explore,2026-08-02 14:02:32,1,C00001
P00088,U00043,Double your https://crypto-giveaway-official.xyz/tag/list investment! Verified by Ethereum: Ethereum,https://crypto-giveaway-official.xyz/tag/list,2026-08-02 14:20:32,1,C00001
P00089,U00043,Double your https://crypto-giveaway-official.xyz/search/search investment! Verified by ETH: ETH,https://crypto-giveaway-official.xyz/search/search,2026-08-02 15:28:32,1,C00001
P00090,U00106,Elon just announced Crypto airdrop! Claim now: https://crypto-giveaway-official.xyz/tags,https://crypto-giveaway-official.xyz/tags,2026-08-02 14:34:32,1,C00001
P00091,U00106,FREE Bitcoin giveaway! Limited time only: https://crypto-giveaway-official.xyz/list,https://crypto-giveaway-official.xyz/list,2026-08-02 14:02:32,1,C00001
P00092,U00106,Double your https://crypto-giveaway-official.xyz/categories/tags/tag investment! Verified by ETH: ETH,https://crypto-giveaway-official.xyz/categories/tags/tag,2026-08-02 15:06:32,1,C00001
P00093,U00106,Double your https://crypto-giveaway-official.xyz/blog investment! Verified by Ethereum: Ethereum,https://crypto-giveaway-official.xyz/blog,2026-08-02 14:02:32,1,C00001
P00094,U00107,FREE BTC giveaway! Limited time only: https://crypto-giveaway-official.xyz/list,https://crypto-giveaway-official.xyz/list,2026-08-02 14:07:32,1,C00001
P00095,U00107,Double your https://crypto-giveaway-official.xyz/categories/category investment! Verified by ETH: ETH,https://crypto-giveaway-official.xyz/categories/category,2026-08-02 14:57:32,1,C00001
P00096,U00107,FREE Bitcoin giveaway! Limited time only: https://crypto-giveaway-official.xyz/wp-content,https://crypto-giveaway-official.xyz/wp-content,2026-08-02 13:59:32,1,C00001
P00097,U00107,FREE Ethereum giveaway! Limited time only: https://crypto-giveaway-official.xyz/tag,https://crypto-giveaway-official.xyz/tag,2026-08-02 15:17:32,1,C00001
P00098,U00113,FREE BTC giveaway! Limited time only: https://crypto-giveaway-official.xyz/explore/list,https://crypto-giveaway-official.xyz/explore/list,2026-08-02 15:44:32,1,C00001
P00099,U00113,FREE Crypto giveaway! Limited time only: https://crypto-giveaway-official.xyz/main/list,https://crypto-giveaway-official.xyz/main/list,2026-08-02 15:36:32,1,C00001
P00100,U00113,Double your https://crypto-giveaway-official.xyz/main investment! Verified by BTC: BTC,https://crypto-giveaway-official.xyz/main,2026-08-02 14:58:32,1,C00001
P00101,U00113,Elon just announced Crypto airdrop! Claim now: https://crypto-giveaway-official.xyz/search/explore,https://crypto-giveaway-official.xyz/search/explore,2026-08-02 14:07:32,1,C00001
P00102,U00161,FREE Crypto giveaway! Limited time only: https://crypto-giveaway-official.xyz/tags/app,https://crypto-giveaway-official.xyz/tags/app,2026-08-02 15:49:32,1,C00001
P00103,U00161,Double your https://crypto-giveaway-official.xyz/wp-content/posts investment! Verified by Crypto: Crypto,https://crypto-giveaway-official.xyz/wp-content/posts,2026-08-02 14:19:32,1,C00001
P00104,U00161,Double your https://crypto-giveaway-official.xyz/posts/tag/posts investment! Verified by Bitcoin: Bitcoin,https://crypto-giveaway-official.xyz/posts/tag/posts,2026-08-02 14:29:32,1,C00001
P00105,U00161,Double your https://crypto-giveaway-official.xyz/wp-content investment! Verified by BTC: BTC,https://crypto-giveaway-official.xyz/wp-content,2026-08-02 14:29:32,1,C00001
P00106,U00161,FREE Crypto giveaway! Limited time only: https://crypto-giveaway-official.xyz/tag/tag/tag,https://crypto-giveaway-official.xyz/tag/tag/tag,2026-08-02 15:08:32,1,C00001
P00107,U00233,FREE Bitcoin giveaway! Limited time only: https://crypto-giveaway-official.xyz/category/app,https://crypto-giveaway-official.xyz/category/app,2026-08-02 14:06:32,1,C00001
P00108,U00233,Elon just announced Crypto airdrop! Claim now: https://crypto-giveaway-official.xyz/explore,https://crypto-giveaway-official.xyz/explore,2026-08-02 15:39:32,1,C00001
P00109,U00247,Elon just announced Ethereum airdrop! Claim now: https://crypto-giveaway-official.xyz/explore/list,https://crypto-giveaway-official.xyz/explore/list,2026-08-02 15:06:32,1,C00001
P00110,U00247,FREE BTC giveaway! Limited time only: https://crypto-giveaway-official.xyz/wp-content/blog/tags,https://crypto-giveaway-official.xyz/wp-content/blog/tags,2026-08-02 15:40:32,1,C00001
P00111,U00247,Elon just announced BTC airdrop! Claim now: https://crypto-giveaway-official.xyz/search,https://crypto-giveaway-official.xyz/search,2026-08-02 15:04:32,1,C00001
P00112,U00247,Elon just announced BTC airdrop! Claim now: https://crypto-giveaway-official.xyz/list/search/main,https://crypto-giveaway-official.xyz/list/search/main,2026-08-02 15:09:32,1,C00001
P00113,U00247,FREE BTC giveaway! Limited time only: https://crypto-giveaway-official.xyz/tags/wp-content/posts,https://crypto-giveaway-official.xyz/tags/wp-content/posts,2026-08-02 14:34:32,1,C00001
P00114,U00284,Double your https://crypto-giveaway-official.xyz/explore/tag investment! Verified by Bitcoin: Bitcoin,https://crypto-giveaway-official.xyz/explore/tag,2026-08-02 15:00:32,1,C00001
P00115,U00284,Elon just announced ETH airdrop! Claim now: https://crypto-giveaway-official.xyz/tags/category/list,https://crypto-giveaway-official.xyz/tags/category/list,2026-08-02 15:38:32,1,C00001
P00116,U00327,FREE BTC giveaway! Limited time only: https://crypto-giveaway-official.xyz/tag,https://crypto-giveaway-official.xyz/tag,2026-08-02 14:18:32,1,C00001
P00117,U00327,FREE Ethereum giveaway! Limited time only: https://crypto-giveaway-official.xyz/category/wp-content,https://crypto-giveaway-official.xyz/category/wp-content,2026-08-02 15:39:32,1,C00001
P00118,U00327,FREE Ethereum giveaway! Limited time only: https://crypto-giveaway-official.xyz/app/wp-content,https://crypto-giveaway-official.xyz/app/wp-content,2026-08-02 14:01:32,1,C00001
P00119,U00367,FREE BTC giveaway! Limited time only: https://crypto-giveaway-official.xyz/search,https://crypto-giveaway-official.xyz/search,2026-08-02 14:21:32,1,C00001
P00120,U00367,Elon just announced Ethereum airdrop! Claim now: https://crypto-giveaway-official.xyz/app/categories/main,https://crypto-giveaway-official.xyz/app/categories/main,2026-08-02 15:42:32,1,C00001
P00121,U00367,Elon just announced Crypto airdrop! Claim now: https://crypto-giveaway-official.xyz/tags/app/list,https://crypto-giveaway-official.xyz/tags/app/list,2026-08-02 14:36:32,1,C00001
P00122,U00367,Elon just announced Bitcoin airdrop! Claim now: https://crypto-giveaway-official.xyz/posts/tags,https://crypto-giveaway-official.xyz/posts/tags,2026-08-02 14:07:32,1,C00001
P00123,U00367,Double your https://crypto-giveaway-official.xyz/explore/tags/tags investment! Verified by ETH: ETH,https://crypto-giveaway-official.xyz/explore/tags/tags,2026-08-02 14:46:32,1,C00001
P00124,U00417,Double your https://crypto-giveaway-official.xyz/app investment! Verified by ETH: ETH,https://crypto-giveaway-official.xyz/app,2026-08-02 14:54:32,1,C00001
P00125,U00417,FREE ETH giveaway! Limited time only: https://crypto-giveaway-official.xyz/main/tag/main,https://crypto-giveaway-official.xyz/main/tag/main,2026-08-02 15:11:32,1,C00001
P00126,U00417,Elon just announced BTC airdrop! Claim now: https://crypto-giveaway-official.xyz/tag/main,https://crypto-giveaway-official.xyz/tag/main,2026-08-02 14:10:32,1,C00001
P00127,U00417,Double your https://crypto-giveaway-official.xyz/blog/app/tag investment! Verified by Ethereum: Ethereum,https://crypto-giveaway-official.xyz/blog/app/tag,2026-08-02 14:14:32,1,C00001
P00128,U00420,FREE ETH giveaway! Limited time only: https://crypto-giveaway-official.xyz/list,https://crypto-giveaway-official.xyz/list,2026-08-02 15:35:32,1,C00001
P00129,U00420,FREE Crypto giveaway! Limited time only: https://crypto-giveaway-official.xyz/search/tags/main,https://crypto-giveaway-official.xyz/search/tags/main,2026-08-02 15:47:32,1,C00001
P00130,U00424,Double your https://crypto-giveaway-official.xyz/blog investment! Verified by Crypto: Crypto,https://crypto-giveaway-official.xyz/blog,2026-08-02 14:45:32,1,C00001
P00131,U00424,Elon just announced BTC airdrop! Claim now: https://crypto-giveaway-official.xyz/tags/search/posts,https://crypto-giveaway-official.xyz/tags/search/posts,2026-08-02 15:09:32,1,C00001
P00132,U00424,Elon just announced BTC airdrop! Claim now: https://crypto-giveaway-official.xyz/wp-content/wp-content,https://crypto-giveaway-official.xyz/wp-content/wp-content,2026-08-02 14:00:32,1,C00001
P00133,U00424,FREE Crypto giveaway! Limited time only: https://crypto-giveaway-official.xyz/posts/explore,https://crypto-giveaway-official.xyz/posts/explore,2026-08-02 14:47:32,1,C00001
P00134,U00464,Elon just announced ETH airdrop! Claim now: https://crypto-giveaway-official.xyz/blog/search,https://crypto-giveaway-official.xyz/blog/search,2026-08-02 15:23:32,1,C00001
P00135,U00464,Elon just announced BTC airdrop! Claim now: https://crypto-giveaway-official.xyz/blog,https://crypto-giveaway-official.xyz/blog,2026-08-02 14:00:32,1,C00001
P00136,U00464,Double your https://crypto-giveaway-official.xyz/list/blog investment! Verified by Crypto: Crypto,https://crypto-giveaway-official.xyz/list/blog,2026-08-02 15:24:32,1,C00001
P00137,U00471,FREE BTC giveaway! Limited time only: https://crypto-giveaway-official.xyz/search/app,https://crypto-giveaway-official.xyz/search/app,2026-08-02 15:53:32,1,C00001
P00138,U00471,Double your https://crypto-giveaway-official.xyz/main/main/categories investment! Verified by Crypto: Crypto,https://crypto-giveaway-official.xyz/main/main/categories,2026-08-02 13:58:32,1,C00001
P00139,U00471,Double your https://crypto-giveaway-official.xyz/main/main investment! Verified by Crypto: Crypto,https://crypto-giveaway-official.xyz/main/main,2026-08-02 14:35:32,1,C00001
P00140,U00054,Your Microsoft computer has a virus! Call now: https://microsoft-support-helpdesk.tk/app/blog/list,https://microsoft-support-helpdesk.tk/app/blog/list,2026-08-12 08:34:32,1,C00002
P00141,U00054,Critical PC update required. Download now: https://microsoft-support-helpdesk.tk/wp-content/explore/search,https://microsoft-support-helpdesk.tk/wp-content/explore/search,2026-08-12 09:35:32,1,C00002
P00142,U00071,ALERT: PC detected malware on your device: https://microsoft-support-helpdesk.tk/app/posts,https://microsoft-support-helpdesk.tk/app/posts,2026-08-12 09:13:32,1,C00002
P00143,U00071,Critical Windows update required. Download now: https://microsoft-support-helpdesk.tk/category,https://microsoft-support-helpdesk.tk/category,2026-08-12 08:20:32,1,C00002
P00144,U00071,ALERT: Microsoft detected malware on your device: https://microsoft-support-helpdesk.tk/posts/search,https://microsoft-support-helpdesk.tk/posts/search,2026-08-12 09:52:32,1,C00002
P00145,U00071,ALERT: PC detected malware on your device: https://microsoft-support-helpdesk.tk/main/list/list,https://microsoft-support-helpdesk.tk/main/list/list,2026-08-12 09:33:32,1,C00002
P00146,U00083,Your Mac computer has a virus! Call now: https://microsoft-support-helpdesk.tk/wp-content,https://microsoft-support-helpdesk.tk/wp-content,2026-08-12 09:37:32,1,C00002
P00147,U00083,Your Windows computer has a virus! Call now: https://microsoft-support-helpdesk.tk/tags/search/list,https://microsoft-support-helpdesk.tk/tags/search/list,2026-08-12 08:35:32,1,C00002
P00148,U00083,Critical Mac update required. Download now: https://microsoft-support-helpdesk.tk/search/blog/category,https://microsoft-support-helpdesk.tk/search/blog/category,2026-08-12 08:47:32,1,C00002
P00149,U00083,Your Mac computer has a virus! Call now: https://microsoft-support-helpdesk.tk/wp-content/category,https://microsoft-support-helpdesk.tk/wp-content/category,2026-08-12 09:48:32,1,C00002
P00150,U00123,Your Microsoft computer has a virus! Call now: https://microsoft-support-helpdesk.tk/search/category,https://microsoft-support-helpdesk.tk/search/category,2026-08-12 09:48:32,1,C00002
P00151,U00123,Your Windows computer has a virus! Call now: https://microsoft-support-helpdesk.tk/posts/tags,https://microsoft-support-helpdesk.tk/posts/tags,2026-08-12 08:27:32,1,C00002
P00152,U00151,ALERT: Windows detected malware on your device: https://microsoft-support-helpdesk.tk/main,https://microsoft-support-helpdesk.tk/main,2026-08-12 09:53:32,1,C00002
P00153,U00151,ALERT: Microsoft detected malware on your device: https://microsoft-support-helpdesk.tk/explore,https://microsoft-support-helpdesk.tk/explore,2026-08-12 08:31:32,1,C00002
P00154,U00261,ALERT: Mac detected malware on your device: https://microsoft-support-helpdesk.tk/app/explore/main,https://microsoft-support-helpdesk.tk/app/explore/main,2026-08-12 08:46:32,1,C00002
P00155,U00261,Critical Windows update required. Download now: https://microsoft-support-helpdesk.tk/list/tag,https://microsoft-support-helpdesk.tk/list/tag,2026-08-12 09:23:32,1,C00002
P00156,U00261,Your Microsoft computer has a virus! Call now: https://microsoft-support-helpdesk.tk/blog/wp-content/category,https://microsoft-support-helpdesk.tk/blog/wp-content/category,2026-08-12 08:43:32,1,C00002
P00157,U00261,ALERT: Mac detected malware on your device: https://microsoft-support-helpdesk.tk/tags/list,https://microsoft-support-helpdesk.tk/tags/list,2026-08-12 08:53:32,1,C00002
P00158,U00281,ALERT: Mac detected malware on your device: https://microsoft-support-helpdesk.tk/explore/main/explore,https://microsoft-support-helpdesk.tk/explore/main/explore,2026-08-12 09:06:32,1,C00002
P00159,U00281,ALERT: Apple detected malware on your device: https://microsoft-support-helpdesk.tk/categories,https://microsoft-support-helpdesk.tk/categories,2026-08-12 08:16:32,1,C00002
P00160,U00281,ALERT: Windows detected malware on your device: https://microsoft-support-helpdesk.tk/app/search,https://microsoft-support-helpdesk.tk/app/search,2026-08-12 08:32:32,1,C00002
P00161,U00289,ALERT: Windows detected malware on your device: https://microsoft-support-helpdesk.tk/app/list,https://microsoft-support-helpdesk.tk/app/list,2026-08-12 08:16:32,1,C00002
P00162,U00289,Critical Microsoft update required. Download now: https://microsoft-support-helpdesk.tk/posts/categories/categories,https://microsoft-support-helpdesk.tk/posts/categories/categories,2026-08-12 09:45:32,1,C00002
P00163,U00299,Critical Microsoft update required. Download now: https://microsoft-support-helpdesk.tk/list/categories/blog,https://microsoft-support-helpdesk.tk/list/categories/blog,2026-08-12 09:22:32,1,C00002
P00164,U00299,Your Apple computer has a virus! Call now: https://microsoft-support-helpdesk.tk/main/tags/wp-content,https://microsoft-support-helpdesk.tk/main/tags/wp-content,2026-08-12 09:19:32,1,C00002
